r_Angstrom,g11_Direct,g11_Window,g12_Direct,g12_Window,g22_Direct,g22_Window
14.100000000000001,0.7328672191489655,0.8626407648206141,0.7317020858199247,0.8676147303799255,0.7352439387849554,0.8630015352129706
14.200000000000001,0.7367648231753356,0.8607884861674585,0.7377935261414545,0.8633269882573962,0.7381745817147148,0.8644986213647599
14.3,0.741275711307304,0.8735639449021653,0.7398782772896435,0.866462713766646,0.7418505801779138,0.8763124934706825
14.4,0.7434754905236918,0.8899240612881418,0.7441548300869666,0.8806299995929123,0.7465270430621221,0.8764671920273097
14.5,0.7495528994670572,0.8739937084485475,0.7465829164736559,0.8691052699967194,0.7497916077632444,0.8835561082090923
14.600000000000001,0.7519832879723933,0.8713654116017094,0.7516320341974372,0.8737916446317857,0.7543991116897208,0.8843991466623337
14.700000000000001,0.7551130998456783,0.8809180902916757,0.7549737857191264,0.8861541557945711,0.7568892504838375,0.8814437283378569
14.8,0.7591857094020453,0.888795218173341,0.7585816764029195,0.880512451144649,0.7601090586342815,0.8914872049146693
14.9,0.7625093948422695,0.8871762364993518,0.7634322671603185,0.8913687196918917,0.7649700638409698,0.8969432463446809
15.0,0.7667361694857675,0.884193685834693,0.7648637118706978,0.8894303073804064,0.7676273409602947,0.8932198227447691
15.100000000000001,0.768733792322044,0.8896110252825542,0.7700270587450949,0.8912026592582688,0.7702181660158318,0.8859622807618944
15.200000000000001,0.7715133668069425,0.8936629451163506,0.7731022173378189,0.9032582591805017,0.7745607989041764,0.8915428170486466
15.3,0.7758387854192645,0.8944810212261756,0.7770646086179531,0.9077374995365415,0.7793405037810124,0.8941433466285071
15.4,0.7778113495774678,0.9027038272752341,0.7791756599372812,0.8976411341247781,0.7811267677249832,0.900536353001377
15.5,0.7830778038852553,0.8927645118295928,0.7831363112549384,0.9016081224394704,0.7871252890051578,0.9056913839987448
15.600000000000001,0.7880293072575981,0.9084858974124473,0.7868158171197728,0.9100282561520231,0.7874945037314167,0.912129370132248
15.700000000000001,0.7892208869118733,0.9078071862392464,0.7902693264495766,0.9048571045185678,0.7929269672097281,0.9198192366666282
15.8,0.7930462286859886,0.9098751874502353,0.7918537042431261,0.9070394702919593,0.7943677964218648,0.9125407119218977
15.9,0.7954813348765765,0.9175243389087445,0.794390300291136,0.9118749065691288,0.7956758426640363,0.9085688304452373
16.0,0.7991790062518761,0.9109131039688351,0.7996302966439945,0.9174896860391206,0.8023999057403545,0.9118032487507877
16.1,0.801016364653844,0.9151770194841483,0.8023699212936491,0.9096689677304127,0.8026277219365102,0.9199608560801381
